127.0.0.1 - - [06/Aug/2016:14:09:48 +0300] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.0.68 - - [06/Aug/2016:14:36:26 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483386565 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:36:26 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483386615 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:36:26 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483386688 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:36:27 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:36:27 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483387241 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:36:27 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:36:32 +0300] "GET /jira/secure/admin/ConfigureCustomField!default.jspa?customFieldId=10000 HTTP/1.1" 200 8696
192.168.0.68 - - [06/Aug/2016:14:36:32 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:36:33 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:36:33 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483393497 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:36:33 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483393499 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:36:33 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483393548 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:36:34 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:36:34 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483394137 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:36:34 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483394146 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:36:53 +0300] "GET /jira/secure/admin/EditCustomFieldDefaults!default.jspa?atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin&fieldConfigSchemeId=10200&fieldConfigId=10200&customFieldId=10000&returnUrl=ConfigureCustomField%21default.jspa%3FcustomFieldId%3D10000 HTTP/1.1" 200 9138
192.168.0.68 - - [06/Aug/2016:14:36:53 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:36:53 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483414180 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483414182 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483414212 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483414281 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:36:54 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483414363 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:36:57 +0300] "POST /jira/secure/admin/EditCustomFieldDefaults.jspa HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:36:58 +0300] "GET /jira/secure/admin/ConfigureCustomField!default.jspa?customFieldId=10000 HTTP/1.1" 200 8707
192.168.0.68 - - [06/Aug/2016:14:36:58 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:36:58 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483419153 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483419155 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483419210 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483419802 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:36:59 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483419810 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:03 +0300] "GET /jira/secure/admin/ManageConfigurationScheme!default.jspa?atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin&fieldConfigSchemeId=10200&customFieldId=10000&returnUrl=ConfigureCustomField%21default.jspa%3FcustomFieldId%3D10000 HTTP/1.1" 200 9653
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/images/icons/table_sql_select_16.png HTTP/1.1" 200 532
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/images/required.png HTTP/1.1" 200 266
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/secure/viewavatar?size=xsmall&avatarId=10316&avatarType=issuetype&atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin HTTP/1.1" 200 1201
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/secure/viewavatar?size=xsmall&avatarId=10318&avatarType=issuetype&atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin HTTP/1.1" 200 1077
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483424952 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:04 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483424954 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:05 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483425004 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:05 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:05 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483425045 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:05 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483425080 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:18 +0300] "POST /jira/secure/admin/ManageConfigurationScheme.jspa HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:37:18 +0300] "GET /jira/secure/admin/ConfigureCustomField!default.jspa?customFieldId=10000 HTTP/1.1" 200 8708
192.168.0.68 - - [06/Aug/2016:14:37:18 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483439253 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483439255 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483439308 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483439614 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:19 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483439620 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:27 +0300] "GET /jira/secure/admin/ViewIssueTypes.jspa HTTP/1.1" 200 8382
192.168.0.68 - - [06/Aug/2016:14:37:27 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483448419 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483448418 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483448464 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483448552 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483448783 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:28 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:37:33 +0300] "GET /jira/secure/admin/AddNewIssueType.jspa?inline=false&decorator=dialog&_=1470483452424 HTTP/1.1" 200 888
192.168.0.68 - - [06/Aug/2016:14:37:33 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:37:38 +0300] "POST /jira/secure/admin/AddIssueType.jspa HTTP/1.1" 200 86
192.168.0.68 - - [06/Aug/2016:14:37:38 +0300] "GET /jira/secure/admin/ViewIssueTypes.jspa HTTP/1.1" 200 8466
192.168.0.68 - - [06/Aug/2016:14:37:38 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:38 +0300] "GET /jira/secure/viewavatar?size=xsmall&avatarId=10300&avatarType=issuetype HTTP/1.1" 200 1309
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483459173 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483459174 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483459237 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483459490 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:39 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483459498 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:50 +0300] "GET /jira/secure/admin/ManageIssueTypeSchemes!default.jspa?atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin&actionedSchemeId=10000 HTTP/1.1" 200 8651
192.168.0.68 - - [06/Aug/2016:14:37:50 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:50 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483471002 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483471004 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483471061 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483471634 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:51 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483471646 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:55 +0300] "GET /jira/secure/admin/ConfigureOptionSchemes!default.jspa?fieldId=&schemeId=10000 HTTP/1.1" 200 8912
192.168.0.68 - - [06/Aug/2016:14:37:55 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:37:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:editissuetypescheme/jira.webresources:editissuetypescheme.js HTTP/1.1" 200 2217
192.168.0.68 - - [06/Aug/2016:14:37:55 +0300] "GET /jira/secure/viewavatar?size=xsmall&avatarId=10300&avatarType=issuetype&atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin HTTP/1.1" 200 1309
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/images/vgrabber.png HTTP/1.1" 200 131
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483476210 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483476212 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483476273 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483476332 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:37:56 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483476372 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:37:57 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:38:01 +0300] "GET /jira/secure/admin/ManageIssueTypeSchemes!default.jspa?atl_token=BWP3-NZB2-6EDY-6C7K%7C81c0ad73242a140c2d1804dce94361550a2cba60%7Clin&actionedSchemeId=10000 HTTP/1.1" 200 8623
192.168.0.68 - - [06/Aug/2016:14:38:02 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:38:02 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483482672 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:38:02 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483482673 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:38:02 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483482732 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:38:03 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:38:03 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483483015 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:38:03 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483483060 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:38:26 +0300] "GET /jira/rest/api/1.0/menus/find_link?inAdminMode=true&_=1470483506083 HTTP/1.1" 200 528
192.168.0.68 - - [06/Aug/2016:14:38:28 +0300] "GET /jira/rest/api/1.0/menus/find_link?inAdminMode=true&_=1470483508600 HTTP/1.1" 200 528
192.168.0.68 - - [06/Aug/2016:14:38:30 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:38:32 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 460
192.168.0.68 - - [06/Aug/2016:14:38:33 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:38:33 +0300] "GET /jira/issues/?filter=-1 HTTP/1.1" 200 15497
192.168.0.68 - - [06/Aug/2016:14:38:33 +0300] "GET /jira/rest/api/2/filter/favourite?expand=subscriptions[-5:]&_=1470483513894 HTTP/1.1" 200 44
192.168.0.68 - - [06/Aug/2016:14:38:34 +0300] "POST /jira/rest/issueNav/latest/preferredSearchLayout HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:38:34 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483514253 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:38:34 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483514255 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:38:39 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 378
192.168.0.68 - - [06/Aug/2016:14:38:39 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 421
192.168.0.68 - - [06/Aug/2016:14:38:39 +0300] "POST /jira/secure/QuickCreateIssue!default.jspa?decorator=none HTTP/1.1" 200 3086
192.168.0.68 - - [06/Aug/2016:14:38:39 +0300] "POST /jira/rest/quickedit/1.0/userpreferences/create HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:38:39 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:38:47 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/images/icons/accept.png HTTP/1.1" 200 459
192.168.0.68 - - [06/Aug/2016:14:38:47 +0300] "POST /jira/rest/querycomponent/latest/userSearchMode HTTP/1.1" 200 50
192.168.0.68 - - [06/Aug/2016:14:38:50 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:39:00 +0300] "POST /jira/rest/issueNav/1/issueTable HTTP/1.1" 200 458
192.168.0.68 - - [06/Aug/2016:14:39:00 +0300] "POST /jira/secure/QueryComponent!Jql.jspa HTTP/1.1" 200 2174
192.168.0.68 - - [06/Aug/2016:14:39:01 +0300] "POST /jira/rest/issueNav/1/issueTable HTTP/1.1" 200 458
192.168.0.68 - - [06/Aug/2016:14:39:01 +0300] "POST /jira/secure/QueryComponent!Jql.jspa HTTP/1.1" 200 2175
192.168.0.68 - - [06/Aug/2016:14:39:02 +0300] "POST /jira/rest/querycomponent/latest/userSearchMode HTTP/1.1" 200 47
192.168.0.68 - - [06/Aug/2016:14:39:05 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:39:09 +0300] "POST /jira/secure/QuickCreateIssue!default.jspa?decorator=none HTTP/1.1" 200 3087
192.168.0.68 - - [06/Aug/2016:14:39:09 +0300] "POST /jira/rest/quickedit/1.0/userpreferences/create HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:39:10 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:39:30 +0300] "POST /jira/secure/QuickCreateIssue.jspa?decorator=none HTTP/1.1" 200 3795
192.168.0.68 - - [06/Aug/2016:14:39:30 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:39:38 +0300] "GET /jira/secure/AjaxIssueAction!default.jspa?issueKey=TUTORIAL-1&decorator=none&prefetch=false&shouldUpdateCurrentProject=true&loadFields=false&_=1470483575186 HTTP/1.1" 200 6919
192.168.0.68 - - [06/Aug/2016:14:39:38 +0300] "GET /jira/rest/hipchat/integrations/1.0/issuepanel/data/TUTORIAL-1?_=1470483578357 HTTP/1.1" 200 183
192.168.0.68 - - [06/Aug/2016:14:39:38 +0300] "GET /jira/secure/useravatar?size=small&avatarId=10123 HTTP/1.1" 200 718
192.168.0.68 - - [06/Aug/2016:14:39:38 +0300] "GET /jira/secure/AjaxIssueEditAction!default.jspa?decorator=none&issueId=10000&_=1470483578173 HTTP/1.1" 200 3659
192.168.0.68 - - [06/Aug/2016:14:39:40 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:18 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:44:19 +0300] "GET /jira/ HTTP/1.1" 200 10545
192.168.0.68 - - [06/Aug/2016:14:44:19 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 426
192.168.0.68 - - [06/Aug/2016:14:44:19 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483859978 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:44:20 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483859980 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:44:20 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:44:21 +0300] "POST /jira/plugins/servlet/gadgets/dashboard-diagnostics HTTP/1.1" 200 276
192.168.0.68 - - [06/Aug/2016:14:44:21 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
